,type,zola,water,price,heat,sera
498,мазут,0.041,0.292,1354.0,40008.069,0.988
499,мазут,0.047,0.069,1148.0,40344.367,2.219
500,мазут,0.04,0.165,1355.0,40165.507,1.862
501,мазут,0.042,0.035,1392.0,40001.199,0.827
502,мазут,0.052,0.234,1386.0,40124.143,2.619
503,мазут,0.07,0.204,1302.0,40654.041,1.311
504,мазут,0.077,0.27,1388.0,40495.477,0.555
505,мазут,0.044,0.269,1195.0,40055.004,1.365
506,мазут,0.027,0.136,1184.0,39446.358,1.766
507,мазут,0.042,0.04,1249.0,39118.545,0.732
508,мазут,0.073,0.228,1417.0,39573.639,0.52
509,мазут,0.063,0.084,1245.0,40252.297,2.274
510,мазут,0.045,0.298,1293.0,39427.2,1.666
511,мазут,0.046,0.054,1353.0,39189.366,1.553
512,мазут,0.044,0.054,1098.0,39895.805,2.464
513,мазут,0.032,0.098,1369.0,40181.851,3.397
514,мазут,0.031,0.207,1022.0,39999.503,1.508
515,мазут,0.032,0.179,1278.0,40547.849,1.844
516,мазут,0.024,0.069,1372.0,39662.052,2.836
517,мазут,0.037,0.094,1491.0,39969.067,2.598
518,мазут,0.05,0.082,1455.0,40603.296,2.6
519,мазут,0.082,0.088,1156.0,40140.848,1.225
520,мазут,0.079,0.001,1105.0,40042.523,1.218
521,мазут,0.028,0.106,1179.0,40557.187,2.275
522,мазут,0.043,0.2,1393.0,39802.414,2.566
523,мазут,0.058,0.34,1478.0,40171.898,1.562
524,мазут,0.039,0.124,1087.0,39456.009,3.756
525,мазут,0.057,0.142,1294.0,40260.052,0.772
526,мазут,0.056,0.106,1168.0,40313.451,1.675
527,мазут,0.035,0.159,1279.0,40016.219,2.437
528,мазут,0.099,0.122,1102.0,39915.607,0.978
529,мазут,0.032,0.085,1007.0,39540.026,1.342
530,мазут,0.056,0.237,1115.0,39236.381,0.461
531,мазут,0.032,0.331,1359.0,40137.038,1.647
532,мазут,0.087,0.053,1323.0,39740.436,3.54
533,мазут,0.028,0.038,1105.0,40336.947,2.682
534,мазут,0.024,0.238,1133.0,39959.216,2.64
535,мазут,0.075,0.226,1047.0,40057.928,2.161
536,мазут,0.053,0.238,1354.0,39043.078,2.237
537,мазут,0.081,0.157,1135.0,39988.334,2.386
538,мазут,0.057,0.296,1194.0,39731.858,2.887
539,мазут,0.062,0.276,1254.0,39683.641,2.263
540,мазут,0.03,0.376,1120.0,39987.327,2.335
541,мазут,0.032,0.278,1344.0,39806.53,1.588
542,мазут,0.025,0.208,1424.0,40159.426,2.698
543,мазут,0.064,0.163,1376.0,40026.417,0.629
544,мазут,0.051,0.129,1403.0,39393.786,2.922
545,мазут,0.031,0.255,1068.0,39907.939,1.438
546,мазут,0.088,0.157,1146.0,40230.064,1.844
547,мазут,0.056,0.271,1413.0,39876.28,0.502
548,мазут,0.054,0.072,1016.0,39915.261,1.419
549,мазут,0.035,0.069,1357.0,39356.38,3.534
550,мазут,0.065,0.218,1237.0,39709.158,2.099
551,мазут,0.029,0.041,1260.0,39273.598,1.723
552,мазут,0.023,0.09,1096.0,39715.612,2.813
553,мазут,0.06,0.026,1379.0,39663.456,1.411
554,мазут,0.027,0.06,1294.0,40322.161,3.181
555,мазут,0.071,0.246,1258.0,39833.82,2.981
556,мазут,0.03,0.051,1428.0,39876.089,0.224
557,мазут,0.029,0.268,1075.0,40244.757,0.77
558,мазут,0.053,0.474,1482.0,39798.018,1.17
559,мазут,0.052,0.18,1179.0,40228.31,1.608
560,мазут,0.041,0.287,1152.0,39630.773,2.274
561,мазут,0.049,0.052,1257.0,40452.508,0.784
562,мазут,0.045,0.24,1499.0,40802.419,2.318
563,мазут,0.065,0.17,1236.0,39605.927,3.128
564,мазут,0.054,0.105,1027.0,39852.517,2.456
565,мазут,0.08,0.071,1295.0,39756.654,1.165
566,мазут,0.028,0.272,1445.0,40192.634,0.466
567,мазут,0.051,0.083,1423.0,40745.466,2.909
568,мазут,0.035,0.119,1155.0,39882.906,2.073
569,мазут,0.054,0.127,1241.0,39659.984,3.12
570,мазут,0.04,0.079,1458.0,39946.023,3.222
571,мазут,0.078,0.186,1137.0,40502.86,1.274
572,мазут,0.062,0.331,1176.0,40150.554,1.502
573,мазут,0.059,0.215,1098.0,40110.378,2.202
574,мазут,0.022,0.141,1133.0,40601.838,0.647
575,мазут,0.058,0.046,1309.0,39962.125,2.959
576,мазут,0.038,0.092,1166.0,40219.102,3.084
577,мазут,0.067,0.02,1305.0,40235.989,2.567
578,мазут,0.034,0.026,1367.0,39612.878,2.46
579,мазут,0.071,0.244,1208.0,40895.321,0.704
580,мазут,0.061,0.292,1158.0,39617.382,2.346
581,мазут,0.07,0.13,1165.0,40925.728,1.174
582,мазут,0.047,0.177,1379.0,39893.013,1.611
583,мазут,0.046,0.178,1233.0,39987.505,1.138
584,мазут,0.048,0.381,1090.0,40310.975,1.527
585,мазут,0.032,0.053,1290.0,39719.197,2.675
586,мазут,0.021,0.026,1240.0,39838.46,2.752
587,мазут,0.044,0.369,1382.0,40244.393,2.565
588,мазут,0.074,0.195,1184.0,40711.439,3.104
589,мазут,0.026,0.148,1211.0,39674.956,1.941
590,мазут,0.057,0.046,1466.0,39966.363,1.072
591,мазут,0.033,0.207,1309.0,39512.0,2.358
592,мазут,0.036,0.197,1220.0,39563.93,1.061
593,мазут,0.045,0.241,1393.0,39913.695,0.813
594,мазут,0.058,0.249,1116.0,39954.332,1.266
595,мазут,0.069,0.438,1214.0,39426.117,3.255
596,мазут,0.074,0.215,1286.0,39382.551,2.967
597,мазут,0.064,0.278,1124.0,39967.328,2.911
598,мазут,0.022,0.184,1264.0,40173.769,0.719
599,мазут,0.032,0.304,1321.0,40133.733,3.084
600,мазут,0.037,0.305,1078.0,40694.949,1.441
601,мазут,0.029,0.166,1139.0,39673.625,2.505
602,мазут,0.072,0.356,1235.0,39643.56,0.882
603,мазут,0.067,0.288,1310.0,40051.579,1.222
604,мазут,0.084,0.002,1175.0,40748.79,0.676
605,мазут,0.033,0.177,1161.0,39406.624,1.541
606,мазут,0.046,0.347,1300.0,39954.77,2.646
607,мазут,0.021,0.183,1379.0,40547.151,0.759
608,мазут,0.062,0.239,1403.0,40386.01,2.559
609,мазут,0.026,0.107,1187.0,40228.396,2.258
610,мазут,0.023,0.209,1345.0,39927.154,2.96
611,мазут,0.093,0.226,1205.0,39641.196,0.405
612,мазут,0.037,0.15,1297.0,40148.319,1.745
613,мазут,0.076,0.385,1225.0,39754.926,1.45
614,мазут,0.083,0.112,1442.0,40217.01,2.453
615,мазут,0.022,0.189,1432.0,40332.334,2.946
616,мазут,0.03,0.247,1161.0,39600.229,1.384
617,мазут,0.054,0.116,1446.0,39471.066,2.447
618,мазут,0.068,0.095,1332.0,40456.961,2.479
619,мазут,0.04,0.15,1161.0,39140.446,2.621
620,мазут,0.051,0.256,1001.0,40732.104,2.437
621,мазут,0.054,0.447,1442.0,40226.316,1.917
622,мазут,0.025,0.077,1261.0,39492.699,0.448
623,мазут,0.044,0.183,1259.0,39658.881,3.182
624,мазут,0.038,0.405,1097.0,40534.811,2.508
625,мазут,0.034,0.259,1326.0,39800.75,1.998
626,мазут,0.079,0.256,1222.0,40244.932,3.267
627,мазут,0.046,0.309,1246.0,39959.699,2.993
628,мазут,0.02,0.386,1233.0,39906.682,0.485
629,мазут,0.058,0.182,1422.0,40206.116,2.132
630,мазут,0.072,0.049,1175.0,40420.253,3.202
631,мазут,0.066,0.017,1216.0,40883.302,3.175
632,мазут,0.054,0.024,1316.0,40074.719,3.277
633,мазут,0.089,0.288,1111.0,39620.756,1.046
634,мазут,0.055,0.448,1219.0,39231.184,2.085
635,мазут,0.038,0.268,1058.0,39762.615,1.147
636,мазут,0.078,0.473,1354.0,39973.108,1.504
637,мазут,0.04,0.125,1318.0,39693.702,1.201
638,мазут,0.04,0.398,1403.0,39695.859,1.978
639,мазут,0.075,0.322,1126.0,39199.969,1.258
640,мазут,0.073,0.326,1176.0,40741.223,2.204
641,мазут,0.084,0.343,1274.0,39496.909,2.69
642,мазут,0.062,0.028,1296.0,39976.823,1.577
643,мазут,0.046,0.346,1281.0,40068.889,1.683
644,мазут,0.038,0.229,1336.0,39541.761,1.483
645,мазут,0.054,0.195,1275.0,40179.29,1.024
646,мазут,0.037,0.146,1044.0,39438.491,0.273
647,мазут,0.025,0.123,1189.0,39429.004,3.051
648,мазут,0.051,0.179,1289.0,39882.757,1.022
649,мазут,0.065,0.338,1409.0,39813.781,1.557
650,мазут,0.063,0.15,1238.0,39341.205,0.564
651,мазут,0.07,0.303,1384.0,39675.156,1.781
652,мазут,0.053,0.055,1255.0,40274.092,1.15
653,мазут,0.041,0.044,1195.0,40886.157,2.88
654,мазут,0.1,0.294,1290.0,39533.373,2.302
655,мазут,0.027,0.033,1136.0,40456.632,0.43
656,мазут,0.029,0.329,1287.0,39797.012,0.794
657,мазут,0.052,0.239,1241.0,39905.089,2.468
658,мазут,0.04,0.072,1196.0,40325.467,2.756
659,мазут,0.051,0.02,1404.0,39447.622,1.223
660,мазут,0.021,0.069,1427.0,39950.081,1.891
661,мазут,0.077,0.113,1251.0,39988.388,1.796
662,мазут,0.048,0.211,1023.0,39931.886,0.418
663,мазут,0.033,0.285,1289.0,39779.406,2.755
664,мазут,0.062,0.162,1089.0,40431.965,1.759
665,мазут,0.027,0.194,1486.0,40128.856,3.363
666,мазут,0.053,0.222,1356.0,39356.341,3.134
667,мазут,0.038,0.306,1129.0,39417.911,2.713
668,мазут,0.063,0.113,1159.0,39897.189,0.623
669,мазут,0.06,0.077,1141.0,39173.735,3.385
670,мазут,0.054,0.43,1069.0,39987.585,0.494
671,мазут,0.044,0.424,1218.0,39637.64,2.049
672,мазут,0.026,0.302,1191.0,39434.792,0.655
673,мазут,0.041,0.173,1436.0,39897.05,0.695
674,мазут,0.086,0.27,1116.0,40640.484,1.522
675,мазут,0.038,0.062,1338.0,40069.625,1.672
676,мазут,0.067,0.022,1342.0,40449.207,1.727
677,мазут,0.09,0.36,1110.0,40030.45,1.513
678,мазут,0.03,0.273,1376.0,40766.103,1.926
679,мазут,0.041,0.139,1303.0,40152.219,2.285
680,мазут,0.05,0.286,1092.0,39145.722,3.491
681,мазут,0.071,0.31,1325.0,39825.013,0.317
682,мазут,0.084,0.351,1096.0,39832.371,3.406
683,мазут,0.048,0.008,1310.0,39995.114,0.514
684,мазут,0.036,0.411,1239.0,40088.962,1.362
685,мазут,0.062,0.004,1067.0,39726.75,1.182
686,мазут,0.067,0.367,1268.0,40366.553,0.932
687,мазут,0.06,0.107,1148.0,39456.71,2.077
688,мазут,0.076,0.157,1094.0,40128.186,1.043
689,мазут,0.088,0.468,1225.0,40101.643,0.866
690,мазут,0.038,0.142,1188.0,40349.348,2.398
691,мазут,0.031,0.19,1113.0,40407.869,2.357
692,мазут,0.046,0.219,1410.0,39100.737,1.281
693,мазут,0.072,0.09,1417.0,39932.982,0.337
694,мазут,0.078,0.093,1174.0,39670.296,3.093
695,мазут,0.023,0.149,1316.0,39734.537,2.191
696,мазут,0.09,0.352,1132.0,40333.332,2.296
697,мазут,0.056,0.088,1180.0,39261.474,2.954
698,мазут,0.057,0.251,1133.0,39638.26,1.667
699,мазут,0.065,0.313,1342.0,39635.889,1.875
700,мазут,0.045,0.13,1432.0,40111.915,1.966
701,мазут,0.034,0.138,1178.0,39553.679,1.068
702,мазут,0.02,0.163,1009.0,39231.658,2.326
703,мазут,0.026,0.156,1229.0,39521.853,1.396
704,мазут,0.038,0.137,1107.0,40103.667,1.024
705,мазут,0.055,0.079,1377.0,40545.241,1.954
706,мазут,0.039,0.233,1240.0,40628.901,1.889
707,мазут,0.058,0.222,1462.0,39481.743,2.3
708,мазут,0.024,0.088,1449.0,39765.699,1.528
709,мазут,0.04,0.166,1032.0,39968.5,1.737
710,мазут,0.03,0.089,1011.0,40354.985,3.083
711,мазут,0.086,0.313,1355.0,40084.857,2.138
712,мазут,0.031,0.174,1287.0,40927.478,0.999
713,мазут,0.036,0.048,1342.0,39881.269,0.529
714,мазут,0.083,0.099,1144.0,40144.656,1.321
715,мазут,0.034,0.242,1227.0,39540.534,1.758
716,мазут,0.053,0.111,1227.0,40466.756,0.828
717,мазут,0.049,0.178,1094.0,40681.624,3.581
718,мазут,0.03,0.19,1057.0,39102.572,1.425
719,мазут,0.044,0.175,1093.0,40184.994,0.848
720,мазут,0.042,0.049,1087.0,40149.698,1.652
721,мазут,0.05,0.087,1061.0,39732.403,2.387
722,мазут,0.05,0.035,1247.0,39389.86,1.644
723,мазут,0.058,0.013,1358.0,39562.458,2.972
724,мазут,0.062,0.289,1224.0,40209.09,0.862
725,мазут,0.037,0.326,1325.0,39670.686,1.906
726,мазут,0.063,0.103,1096.0,40991.286,0.332
727,мазут,0.055,0.081,1231.0,40038.405,1.391
728,мазут,0.079,0.018,1273.0,40278.056,2.893
729,мазут,0.028,0.053,1203.0,39889.787,2.414
730,мазут,0.031,0.157,1375.0,39763.703,2.845
731,мазут,0.04,0.171,1381.0,40314.293,2.076
732,мазут,0.025,0.199,1344.0,39638.035,1.015
733,мазут,0.082,0.183,1338.0,40411.273,3.153
734,мазут,0.065,0.225,1431.0,40557.934,1.503
735,мазут,0.064,0.301,1169.0,39861.775,0.744
736,мазут,0.053,0.267,1131.0,40613.541,1.101
737,мазут,0.053,0.139,1435.0,39711.512,1.033
738,мазут,0.049,0.294,1333.0,39173.123,2.516
739,мазут,0.104,0.475,1274.0,39229.164,1.895
740,мазут,0.043,0.288,1372.0,39419.264,3.231
741,мазут,0.08,0.093,1058.0,39634.26,2.26
742,мазут,0.048,0.359,1257.0,40524.464,1.63
743,мазут,0.08,0.27,1207.0,39581.27,3.256
744,мазут,0.05,0.093,1306.0,39897.285,3.328
745,мазут,0.046,0.356,1276.0,39904.087,0.912
746,мазут,0.077,0.257,1101.0,40593.123,1.516
747,мазут,0.05,0.085,1448.0,40653.67,2.424
748,мазут,0.063,0.175,1327.0,40117.738,2.636
749,мазут,0.059,0.193,1137.0,40420.997,1.137
750,мазут,0.051,0.34,1418.0,40079.425,1.314
751,мазут,0.042,0.158,1394.0,40576.927,2.922
752,мазут,0.052,0.2,1179.0,39846.62,1.174
753,мазут,0.062,0.09,1457.0,39659.181,1.746
754,мазут,0.048,0.047,1196.0,40692.315,1.579
755,мазут,0.027,0.247,1218.0,40608.324,0.593
756,мазут,0.035,0.3,1367.0,39658.24,3.045
757,мазут,0.054,0.27,1222.0,39969.241,2.739
758,мазут,0.034,0.24,1263.0,40515.242,2.574
759,мазут,0.042,0.146,1304.0,39569.853,1.372
760,мазут,0.061,0.211,1227.0,40004.408,0.455
761,мазут,0.083,0.208,1190.0,39545.525,2.573
762,мазут,0.045,0.094,1402.0,40227.472,2.563
763,мазут,0.055,0.28,1377.0,39567.479,1.519
764,мазут,0.076,0.132,1308.0,40018.8,2.04
765,мазут,0.046,0.134,1364.0,39330.255,2.934
766,мазут,0.026,0.236,1228.0,39557.062,1.79
767,мазут,0.056,0.292,1127.0,39955.312,1.176
768,мазут,0.045,0.05,1394.0,39296.966,2.184
769,мазут,0.067,0.251,1366.0,39845.086,2.317
770,мазут,0.043,0.015,1320.0,39512.954,1.571
771,мазут,0.091,0.16,1262.0,39876.439,2.577
772,мазут,0.071,0.034,1147.0,39730.048,2.425
773,мазут,0.026,0.084,1289.0,39527.094,2.348
774,мазут,0.035,0.161,1123.0,39963.133,3.086
775,мазут,0.043,0.307,1310.0,40674.27,1.594
776,мазут,0.039,0.466,1411.0,40177.627,2.107
777,мазут,0.043,0.059,1275.0,39685.673,1.181
778,мазут,0.03,0.098,1290.0,40330.909,0.761
779,мазут,0.045,0.049,1270.0,39815.559,0.821
780,мазут,0.059,0.225,1495.0,40049.891,1.852
781,мазут,0.061,0.065,1241.0,39557.855,3.235
782,мазут,0.089,0.14,1199.0,40071.523,3.771
783,мазут,0.033,0.242,1242.0,40284.838,1.7
784,мазут,0.067,0.077,1294.0,39461.623,2.229
785,мазут,0.057,0.193,1213.0,40398.728,1.092
786,мазут,0.06,0.25,1351.0,40339.316,0.904
787,мазут,0.053,0.084,1164.0,40638.855,2.623
788,мазут,0.042,0.356,1358.0,40105.41,3.83
789,мазут,0.077,0.108,1159.0,39733.555,1.717
790,мазут,0.041,0.374,1250.0,40032.592,2.109
791,мазут,0.034,0.202,1249.0,39737.014,2.846
792,мазут,0.055,0.33,1239.0,40353.847,1.37
793,мазут,0.058,0.136,1171.0,40133.417,0.291
794,мазут,0.092,0.177,1163.0,40408.275,2.215
795,мазут,0.064,0.245,1147.0,39580.856,3.596
796,мазут,0.037,0.476,1071.0,40419.001,2.255
797,мазут,0.02,0.093,1172.0,40228.497,3.149
798,мазут,0.081,0.371,1256.0,39722.319,0.504
799,мазут,0.08,0.498,1238.0,40117.091,2.196
800,мазут,0.046,0.347,1445.0,40356.716,1.583
801,мазут,0.065,0.362,1315.0,39225.242,2.627
802,мазут,0.04,0.204,1113.0,40084.585,2.147
803,мазут,0.04,0.354,1121.0,39795.184,1.356
804,мазут,0.031,0.041,1181.0,40770.76,1.43
805,мазут,0.044,0.303,1497.0,39535.24,2.94
806,мазут,0.049,0.327,1142.0,39941.425,2.127
807,мазут,0.047,0.195,1070.0,40363.855,1.727
808,мазут,0.086,0.288,1240.0,40100.518,3.316
809,мазут,0.052,0.276,1238.0,39762.339,1.748
810,мазут,0.109,0.108,1079.0,39959.256,2.183
811,мазут,0.03,0.175,1115.0,40016.956,1.832
812,мазут,0.062,0.089,1086.0,40355.388,2.546
813,мазут,0.033,0.352,1225.0,39959.651,1.202
814,мазут,0.053,0.139,1322.0,39565.54,0.8
815,мазут,0.056,0.156,1222.0,39313.588,1.786
816,мазут,0.046,0.129,1424.0,40145.899,0.568
817,мазут,0.059,0.227,1369.0,40642.888,1.704
818,мазут,0.086,0.263,1240.0,40492.277,2.889
819,мазут,0.046,0.161,1324.0,40873.356,1.897
820,мазут,0.051,0.122,1330.0,40825.781,3.348
821,мазут,0.073,0.287,1410.0,40728.548,2.483
822,мазут,0.043,0.209,1278.0,39033.896,2.387
823,мазут,0.045,0.075,1269.0,39889.995,0.916
824,мазут,0.061,0.171,1335.0,40116.288,2.194
825,мазут,0.044,0.191,1194.0,40071.015,2.127
826,мазут,0.095,0.098,1186.0,39977.265,2.598
827,мазут,0.055,0.283,1211.0,39031.384,1.181
828,мазут,0.049,0.261,1227.0,40065.859,0.686
829,мазут,0.03,0.328,1320.0,39595.245,1.494
830,мазут,0.079,0.121,1054.0,39251.611,2.682
831,мазут,0.083,0.165,1270.0,40107.714,1.209
832,мазут,0.067,0.021,1341.0,40111.639,2.926
833,мазут,0.063,0.074,1327.0,39632.456,3.205
834,мазут,0.063,0.181,1354.0,39378.156,0.709
835,мазут,0.093,0.266,1103.0,40225.909,1.066
836,мазут,0.063,0.087,1206.0,39602.567,3.62
837,мазут,0.085,0.329,1115.0,40283.654,0.226
838,мазут,0.027,0.241,1196.0,39680.654,2.16
839,мазут,0.033,0.166,1193.0,39897.203,2.713
840,мазут,0.07,0.166,1290.0,39639.87,2.561
841,мазут,0.047,0.112,1159.0,40074.936,0.666
842,мазут,0.024,0.195,1383.0,40616.243,1.384
843,мазут,0.036,0.122,1208.0,39870.831,0.53
844,мазут,0.058,0.25,1198.0,39621.528,2.95
845,мазут,0.032,0.298,1347.0,40503.949,2.501
846,мазут,0.036,0.143,1391.0,39572.231,1.737
847,мазут,0.025,0.124,1481.0,39661.336,2.921
848,мазут,0.05,0.341,1483.0,40353.087,2.226
849,мазут,0.04,0.047,1350.0,40227.847,1.613
850,мазут,0.067,0.15,1011.0,39193.378,0.483
851,мазут,0.092,0.264,1436.0,40294.319,1.459
852,мазут,0.054,0.019,1415.0,39438.863,3.741
853,мазут,0.058,0.119,1275.0,40137.563,3.721
854,мазут,0.034,0.113,1127.0,39443.303,1.772
855,мазут,0.068,0.209,1373.0,39805.945,3.2
856,мазут,0.024,0.061,1284.0,39537.262,1.577
857,мазут,0.053,0.144,1280.0,39867.988,1.083
858,мазут,0.092,0.023,1374.0,39441.714,3.413
859,мазут,0.053,0.331,1114.0,39625.622,2.573
860,мазут,0.07,0.13,1162.0,39218.961,2.511
861,мазут,0.028,0.027,1308.0,39696.681,2.911
862,мазут,0.046,0.153,1383.0,40658.076,1.295
863,мазут,0.042,0.108,1473.0,39921.448,2.469
864,мазут,0.03,0.119,1178.0,39235.151,2.095
865,мазут,0.022,0.146,1397.0,39699.353,2.276
866,мазут,0.069,0.152,1210.0,39870.166,2.86
867,мазут,0.043,0.18,1297.0,39509.168,1.912
868,мазут,0.039,0.439,1254.0,40431.65,2.455
869,мазут,0.063,0.005,1267.0,39924.6,1.188
870,мазут,0.031,0.041,1432.0,39531.531,3.187
871,мазут,0.055,0.158,1495.0,39691.134,2.404
872,мазут,0.067,0.136,1357.0,40396.68,2.213
873,мазут,0.062,0.288,1053.0,39681.318,1.337
874,мазут,0.04,0.24,1233.0,40460.55,0.229
875,мазут,0.058,0.259,1156.0,39973.242,1.738
876,мазут,0.035,0.05,1378.0,40144.303,2.302
877,мазут,0.065,0.193,1040.0,39392.627,3.489
878,мазут,0.048,0.226,1255.0,40009.458,0.751
879,мазут,0.078,0.31,1467.0,40020.393,1.215
880,мазут,0.077,0.104,1399.0,40041.387,1.084
881,мазут,0.07,0.12,1086.0,39721.607,1.001
882,мазут,0.041,0.009,1178.0,40267.743,0.941
883,мазут,0.042,0.349,1419.0,40178.067,1.635
884,мазут,0.039,0.212,1131.0,39633.916,1.764
885,мазут,0.039,0.28,1228.0,40076.008,0.762
886,мазут,0.023,0.011,1380.0,39046.814,0.788
887,мазут,0.05,0.282,1087.0,39480.291,1.133
888,мазут,0.023,0.164,1075.0,39916.066,1.099
889,мазут,0.072,0.367,1357.0,39725.87,2.854
890,мазут,0.035,0.09,1216.0,39267.253,2.038
891,мазут,0.049,0.07,1303.0,39949.553,0.663
892,мазут,0.052,0.245,1360.0,40824.771,2.997
893,мазут,0.065,0.306,1212.0,39173.714,2.44
894,мазут,0.034,0.205,1468.0,39382.831,0.871
895,мазут,0.038,0.466,1126.0,40317.087,1.818
896,мазут,0.023,0.154,1041.0,39568.855,1.561
897,мазут,0.061,0.329,1304.0,39845.832,0.441
898,мазут,0.052,0.3,1178.0,39345.55,3.264
899,мазут,0.025,0.328,1170.0,39657.626,2.9
900,мазут,0.056,0.334,1233.0,40237.462,2.814
901,мазут,0.083,0.114,1237.0,39946.599,2.279
902,мазут,0.038,0.115,1146.0,39788.812,3.793
903,мазут,0.108,0.02,1379.0,40282.641,2.825
904,мазут,0.09,0.043,1226.0,39790.808,1.461
905,мазут,0.034,0.326,1261.0,40913.146,1.919
906,мазут,0.076,0.038,1103.0,40039.526,2.685
907,мазут,0.064,0.164,1285.0,39384.208,2.592
908,мазут,0.082,0.133,1412.0,40231.811,1.826
909,мазут,0.059,0.082,1111.0,40873.423,0.724
